BlockNumber PriceFeedValue waveValue OriginalAssetValue: 22.22583
2.0 22.923616 3.139526e-2
3.0 23.618649 6.266662e-2
4.0 24.308184 9.369066e-2
5.0 24.9895 0.12434495
6.0 25.65991 0.1545085
7.0 26.316767 0.18406229
8.0 26.95748 0.21288966
9.0 27.579517 0.24087685
10.0 28.180428 0.26791343
11.0 28.757837 0.29389262
12.0 29.30947 0.31871203
13.0 29.833145 0.34227356
14.0 30.326797 0.36448434
15.0 30.788479 0.38525665
16.0 31.216368 0.40450853
17.0 31.608774 0.42216396
18.0 31.964153 0.43815336
19.0 32.281097 0.45241356
20.0 32.558357 0.46488824
21.0 32.79484 0.47552827
22.0 32.989613 0.48429158
23.0 33.141907 0.49114364
24.0 33.251118 0.49605736
25.0 33.31682 0.49901336
26.0 33.338745 0.5
27.0 33.31682 0.49901336
28.0 33.251114 0.49605733
29.0 33.141907 0.4911436
30.0 32.989613 0.48429155
31.0 32.794838 0.47552824
32.0 32.558357 0.46488822
33.0 32.281097 0.4524135
34.0 31.96415 0.4381533
35.0 31.608774 0.42216393
36.0 31.216366 0.40450844
37.0 30.788477 0.38525656
38.0 30.326794 0.36448422
39.0 29.833143 0.34227353
40.0 29.309467 0.31871197
41.0 28.757837 0.2938926
42.0 28.180428 0.26791337
43.0 27.579517 0.24087678
44.0 26.957478 0.21288958
45.0 26.316765 0.1840622
46.0 25.659908 0.1545084
47.0 24.989498 0.12434483
48.0 24.30818 9.369054e-2
49.0 23.618645 6.266648e-2
50.0 22.923615 3.139523e-2
51.0 22.225828 -4.371139e-8
52.0 21.528044 -3.1395316e-2
53.0 20.833012 -6.2666684e-2
54.0 20.143478 -9.369062e-2
55.0 19.462156 -0.12434515
56.0 18.791748 -0.1545086
57.0 18.134892 -0.18406239
58.0 17.494179 -0.21288976
59.0 16.872139 -0.24087696
60.0 16.271233 -0.26791334
61.0 15.693819 -0.29389277
62.0 15.14219 -0.31871206
63.0 14.618515 -0.34227362
64.0 14.124863 -0.36448437
65.0 13.66318 -0.38525668
66.0 13.2352915 -0.40450856
67.0 12.842884 -0.42216402
68.0 12.487507 -0.43815342
69.0 12.170563 -0.4524136
70.0 11.893302 -0.4648883
71.0 11.656819 -0.4755283
72.0 11.462047 -0.48429164
73.0 11.309754 -0.49114367
74.0 11.200542 -0.4960574
75.0 11.134844 -0.49901336
76.0 11.112915 -0.5
77.0 11.134844 -0.49901336
78.0 11.200543 -0.49605736
79.0 11.309755 -0.4911436
80.0 11.462049 -0.48429155
81.0 11.65682 -0.47552824
82.0 11.893304 -0.46488822
83.0 12.170565 -0.4524135
